Year;Month;Day;Tx;Tn;RHx;RHn;U2;Rain
2016;7;23;13,77;5,76;94,35;54,73;0,74;0,25
2016;7;24;14,29;3,09;92,71;46,9;1,41;0
2016;7;25;13,54;8,22;88,54;43,57;4,33;36,83
2016;7;26;12,43;8,61;96,65;63,88;1,32;33,78
2016;7;27;17,12;5,19;96,34;55,54;0,4;11,68
2016;7;28;14,49;9,23;98,33;83,22;0,94;47,5
2016;7;29;20,11;10,53;99,29;56,62;1,69;0
2016;7;30;20,37;12,6;76,04;50,03;4,66;0
2016;7;31;15,86;7,6;93,5;58,94;0,87;0
2016;8;1;20,57;7,81;95,05;35,22;1;0
2016;8;2;23,07;9,48;95,53;25,29;1,76;11,18
2016;8;3;15,15;7,56;94,74;51,88;1;0,76
2016;8;4;16,98;6,23;87,48;46,35;1,04;0
2016;8;5;18,67;5,46;93,91;35,07;0,87;0
2016;8;6;19,2;8,33;97,88;59,94;0,59;0
2016;8;7;17,51;6,03;85,99;50,44;1,17;0
2016;8;8;21,8;5,29;86,75;22,35;1,21;0
2016;8;9;23,81;8;83,89;18,36;0,93;0
2016;8;10;28,91;12,67;52,78;12,42;1,21;0
2016;8;11;24,39;9,96;65,48;20,38;1,42;0
2016;8;12;13,8;8,31;97,6;53,67;0,56;0
2016;8;13;14,38;8,55;97,12;61,24;2,02;16
2016;8;14;14,19;7,9;96,05;66,46;1,99;1,27
2016;8;15;17,78;7,65;92,94;50,57;2,02;0
2016;8;16;21,43;13,35;58,32;23,61;3,45;0
2016;8;17;24,79;16,48;60,54;24,78;4,65;0
2016;8;18;24,36;17,13;72,76;39;4,35;0
2016;8;19;18,67;9,79;97,08;57,07;1,15;0,76
2016;8;20;21,37;8,94;97,6;44,09;1,47;0
2016;8;21;11,87;6,52;95,8;68,2;1,35;28,45
2016;8;22;15,56;5,71;95,8;52,03;1,08;2,79
2016;8;23;18,03;7,43;93,52;49,67;1,11;0
2016;8;24;24,57;5,74;88,87;15,56;0,98;0
2016;8;25;21,31;8,38;94,74;26,16;1,15;0
2016;8;26;30,34;13,29;78,92;21,79;1,79;0
2016;8;27;29,11;14,27;66,05;22,78;1,15;0
2016;8;28;25,74;10,49;91,18;23,67;0,82;0
2016;8;29;25,58;9,16;95,9;29,65;0,9;0
2016;8;30;26,98;9,45;95,92;22,67;0,81;0
2016;8;31;16,82;10,74;97,29;46,79;1,65;5,08
2016;9;1;16,59;8,9;97,94;63,04;0,46;0
2016;9;2;16,2;9,12;96,24;62,98;5,17;0
2016;9;3;18,45;11,96;81,12;60,53;6,3;0
2016;9;4;27,2;10,98;83,93;24,91;1,06;4,83
2016;9;5;19,37;11,51;97,66;47,47;1,33;15,49
2016;9;6;17,7;8;97,26;52,33;0,42;0
2016;9;7;18,48;8;96,2;56,75;0,52;0
2016;9;8;16,24;8,34;96,16;69,14;1,32;9,14
2016;9;9;16,1;8,59;96,03;50,15;1,29;0,25
2016;9;10;18,38;10,87;75,09;47,55;5,44;0
2016;9;11;24,31;10,01;90,15;32,12;2,65;0
2016;9;12;20,48;8,16;91,18;44,11;1,37;0
2016;9;13;21,98;12,19;73,94;36,72;3,8;0
2016;9;14;25,34;11,5;79,01;22,7;1,31;0
2016;9;15;16,58;9,79;85,71;58,72;1,61;0,25
2016;9;16;14,08;8,13;96,06;64,94;2,05;10,41
2016;9;17;15,34;7,09;82,79;43,28;3,66;0
2016;9;18;21,8;5,25;81,96;28,1;1,41;0
2016;9;19;26,19;8,22;93,5;23,43;0,93;0
2016;9;20;22,16;6,21;98,37;40,9;0,73;0
2016;9;21;20,55;6,5;97,66;33,12;0,84;2,03
2016;9;22;15,9;9,87;96,15;54,94;1,66;0,25
2016;9;23;18,36;7,06;94,14;39;1,43;0
2016;9;24;17,89;5,6;96,82;64,76;0,45;0
2016;9;25;27,19;7,21;97,9;32,29;0,68;0
2016;9;26;18,1;11,37;95,61;41,2;2,54;0,25
2016;9;27;13,09;6,57;96,41;61,14;1,42;5,08
2016;9;28;16,05;6,58;92,05;45,75;1,35;0
2016;9;29;17,82;8,47;94,33;51,35;0,98;0
2016;9;30;19,6;6,06;95,38;49,61;0,78;0
2016;9;31;--;--;--;--;--;--
2016;10;1;18,74;11,27;94,37;51,28;2,15;0
2016;10;2;23,14;13,23;71,25;33,43;4,86;0
2016;10;3;29,37;12,32;68,58;17,48;1,14;0
2016;10;4;31,68;11,38;72,15;11,24;1,06;0
2016;10;5;24,66;9,37;97,19;29,47;0,73;1,27
2016;10;6;15,52;8,32;96,76;64,51;1,04;13,72
2016;10;7;17,98;7,08;91,93;44,06;2,8;0
2016;10;8;16,23;7,93;94,92;50,38;1,04;12,7
2016;10;9;20,04;6,86;96,57;45,87;0,5;0
2016;10;10;23,03;8,73;93,63;28,62;1,73;0
2016;10;11;16,16;7,81;98,12;52,58;1,89;0
2016;10;12;16,87;7,48;84,67;41,09;1,59;0
2016;10;13;22,09;9,12;71,39;24,47;3,72;0
2016;10;14;28,35;9,97;87,2;13,2;0,95;0
2016;10;15;20,89;8,87;99,86;57,48;0,9;0,51
2016;10;16;19,92;10,54;96,77;51,95;1,22;0
2016;10;17;22,15;13,03;76,31;38,74;4,86;0
2016;10;18;22,52;16,19;69,04;42,86;3,24;0
2016;10;19;27,87;16,62;69,44;32,3;4,47;0
2016;10;20;29,67;13,84;94,19;26,33;1,48;0
2016;10;21;21,21;12,88;89,83;59,97;1,5;0
2016;10;22;18,92;10,68;96,23;52,96;2,47;7,11
2016;10;23;24,66;11,24;92,06;31,92;2,61;0
2016;10;24;23,5;9,08;95,42;42,42;0,8;0
2016;10;25;26,14;8,97;95,85;32,28;0,9;0
2016;10;26;33,93;13,31;95,53;16,59;0,95;0
2016;10;27;25,29;12,98;96,78;52,99;2,55;0
2016;10;28;28,19;16,36;81,6;42,2;3,8;0
2016;10;29;22,12;8,42;86,4;50,18;3,03;0
2016;10;30;21,85;6,8;91,85;45,23;1,12;0
2016;10;31;24,46;8,23;95,63;51,36;1,05;0
2016;11;1;29,82;15,2;81;32,18;2,84;0
2016;11;2;33,56;13,94;92,9;15,89;0,99;0
2016;11;3;23,87;12,79;96,65;41,13;2,07;0,51
2016;11;4;19,86;9,12;94,01;40,87;2,04;0,76
2016;11;5;19,15;10,76;83,47;37,61;1,66;0
2016;11;6;20,79;9,23;88,72;43,95;1,84;0
2016;11;7;24,54;7,61;94,5;41,54;0,79;0
2016;11;8;26,01;9;96,66;32,85;1,62;0
2016;11;9;26,99;9,74;94,23;39,54;2,68;0
2016;11;10;23,03;13,9;83,94;29,33;8,34;0
2016;11;11;23,59;14,06;81,15;46,61;7,33;0
2016;11;12;19,32;11,18;73,47;51,22;3,55;0
2016;11;13;18,29;10,58;79,83;38,41;2,96;0
2016;11;14;24,92;12,1;66,77;30,24;6,77;0
2016;11;15;33,72;15,09;72,59;11,57;2,36;0
2016;11;16;25,97;10,66;89,49;41,61;4,55;0
2016;11;17;22,27;14,42;80,18;38,59;5,16;0
2016;11;18;25,86;14,14;66,82;28,46;5,59;0
2016;11;19;27,46;16,58;61,03;18,4;6,13;0
2016;11;20;30,92;19,52;59,61;17,03;5,11;0
2016;11;21;29,09;13,56;83,16;37,57;2,52;0
2016;11;22;31,12;16,37;73,46;26,36;1,82;1,27
2016;11;23;24,74;14,66;96,47;42,87;1,94;5,59
2016;11;24;23,82;12,76;98,66;53,59;1,07;0
2016;11;25;29,15;10,29;97,49;30,63;1,95;0
2016;11;26;31,78;19,53;53,62;24,34;4,51;0
2016;11;27;34,93;17,97;79,35;19,69;1,89;0
2016;11;28;25,69;12,7;93,55;50,33;1,77;0
2016;11;29;28,9;12,17;79,82;34,57;1,32;0
2016;11;30;30,34;14,61;75,47;16,71;2,29;0
2016;11;31;--;--;--;--;--;--
2016;12;1;28,34;12,26;86,89;30,83;2,71;0
2016;12;2;31,32;11,19;89,02;27,65;1,18;0
2016;12;3;30,42;13,12;91,29;33,16;1,3;0
2016;12;4;24,74;13,68;89,77;41,06;2,2;0
2016;12;5;34,82;16,9;66,45;12,84;2,5;0
2016;12;6;29,29;13,81;92,74;26,09;1,49;0
2016;12;7;29,59;12;94,63;30,17;0,82;0
2016;12;8;28,04;8,66;88,93;27,34;1,5;9,65
2016;12;9;19,36;14,47;95,82;60,87;1,56;9,4
2016;12;10;26,71;13,94;74,81;34,52;3,67;0
2016;12;11;31,25;16,8;71,64;26,15;4,21;0
2016;12;12;27,7;13,17;80,91;30,09;2,38;0
2016;12;13;31,17;18,58;76,15;29,44;5,6;0
2016;12;14;34,08;15;93,9;10,86;1,64;0
2016;12;15;27,96;11,85;95,62;37,5;1,41;0
2016;12;16;31,16;11,7;92,71;29,59;0,92;0
2016;12;17;31,65;11,19;97,73;36,41;1,11;0
2016;12;18;33,07;14,85;94,18;31,62;0,99;0
2016;12;19;27,44;14,51;97,54;47,18;1,33;0
2016;12;20;26,39;10,16;92,26;39,76;1,26;0
2016;12;21;25,24;10,38;94,53;38,27;1,54;0
2016;12;22;24,25;16,27;84,58;42,27;2,02;0
2016;12;23;23,82;14,19;96,78;49,86;2,86;17,02
2016;12;24;21,38;11,71;79,58;34,6;3,43;0
2016;12;25;31,12;13,97;65,65;16,85;3,28;0
2016;12;26;32,37;16,72;68,2;30,31;2,58;0
2016;12;27;30,12;15,51;91,84;39,68;2,01;0
2016;12;28;27,67;18,99;73,68;41,03;5,12;0
2016;12;29;34,97;13,92;79,83;19,39;2,17;0
2016;12;30;32,31;14,77;91,98;30,94;1,06;0
2016;12;31;31,18;12,9;92,02;37,84;0,96;0
2017;1;1;34,71;14,62;92,54;26,52;1,44;0
2017;1;2;26,06;18,04;91,59;61,36;1,88;0
2017;1;3;24,28;13,88;76,67;22,32;5,93;0
2017;1;4;34,96;18,96;59,06;12,34;4,41;0
2017;1;5;31,92;16,85;75,99;37,85;2,88;0
2017;1;6;24,23;17,11;81,58;56,82;6,78;0
2017;1;7;29,65;18,74;79,68;35,44;6,32;0
2017;1;8;34,56;18,75;83,21;11,34;3,34;0
2017;1;9;29,92;15,06;92,63;16,42;4,95;0
2017;1;10;34,93;17,49;68,83;26,02;4,55;0
2017;1;11;33,18;18,22;88,39;30,61;1,2;0,76
2017;1;12;24,93;15,66;89,09;41,91;2,09;0
2017;1;13;28,24;15,15;69,48;33,92;2,95;0
2017;1;14;28,12;10,5;87,2;31,92;0,98;0
2017;1;15;25,39;11,27;94,24;49,2;3,25;0
2017;1;16;25,51;15,36;72,41;37,58;8,04;0
2017;1;17;34,21;17,43;56,9;16,36;4,73;0
2017;1;18;35,88;16,65;85,65;12,6;1,33;0
2017;1;19;25,39;11,56;96,4;43,24;1,67;0
2017;1;20;23,66;12,79;76,89;45,33;1,81;0
2017;1;21;33,91;12,53;69,8;19,86;2,99;0
2017;1;22;34,36;15,39;92,03;22,41;1,32;0
2017;1;23;32,49;15,61;93,6;29,59;1,01;3,81
2017;1;24;19,87;14,88;97,56;64,23;1,58;4,06
2017;1;25;26,29;14,89;93,58;36,99;3,85;0
2017;1;26;30,13;14,8;82,65;31,99;1,97;42,93
2017;1;27;22,51;13,12;95,16;47,35;1,62;4,06
2017;1;28;24,7;13,52;93,43;46,74;1,5;0
2017;1;29;27,91;12,13;96,66;32,04;1,35;4,57
2017;1;30;24,19;14,23;99;45,73;1,5;0
2017;1;31;29,28;11,65;93,84;37,56;0,91;0
2017;2;1;29,9;14,3;93,92;27,99;1,3;0
2017;2;2;25,24;16,75;83,02;48,24;5,26;0
2017;2;3;32,32;15,07;94,69;22,63;2,42;0
2017;2;4;23,13;15,11;94,93;39,47;1,26;0,51
2017;2;5;25,96;13,95;94,26;40,13;3,25;0
2017;2;6;32,15;16,33;90,66;28;1,58;0
2017;2;7;28,73;14,41;96,4;51,18;0,89;0
2017;2;8;28,94;11,85;98,13;43,59;0,94;0
2017;2;9;32,73;14,11;93,88;32,3;3,08;0
2017;2;10;36,98;22,85;60,98;24,74;2,95;0
2017;2;11;33,63;17,99;90,71;28,07;1,59;0
2017;2;12;26,32;16,95;94,15;49,41;4,07;0
2017;2;13;27,51;12,95;93,52;42,97;2,88;0
2017;2;14;29,87;16,29;77,43;39,93;4,64;0
2017;2;15;34,44;19,24;83,26;31,9;2,52;0
2017;2;16;28,4;15,05;93,22;40,71;1,39;0
2017;2;17;31,74;12,95;92,98;32,18;1,03;0
2017;2;18;25,17;16,35;94,73;45,44;2,7;0
2017;2;19;27,13;16,24;69,86;22,97;7,61;0
2017;2;20;29,74;17,43;70,08;29,79;7,34;0
2017;2;21;30,93;19,67;70,97;23,11;7,1;0
2017;2;22;32,63;21,87;61,36;26,19;5,48;0
2017;2;23;36,35;19,86;61,35;15,2;1,89;0
2017;2;24;30,69;14,17;83,64;32,84;1,34;2,79
2017;2;25;22,05;14,94;92,27;38,11;2,58;0
2017;2;26;29,61;15;67,87;15,93;6,01;0
2017;2;27;36,41;22,72;43,96;5,41;3,3;0
2017;2;28;33,76;15,89;95,9;22,72;1,28;0
2017;2;29;--;--;--;--;--;--
2017;2;30;--;--;--;--;--;--
2017;2;31;--;--;--;--;--;--
2017;3;1;31,21;11,1;98,4;30,57;1,53;0
2017;3;2;32,64;14,03;89,94;19,17;1,5;4,57
2017;3;3;23,39;13,03;98,06;51,85;1,05;0
2017;3;4;25,09;11,18;96,15;34,59;0,89;0
2017;3;5;27,5;11,77;94,53;42,67;0,75;0
2017;3;6;28,3;12,01;97,06;47,98;0,8;0
2017;3;7;31,67;11,18;94,53;30,63;0,83;0
2017;3;8;30,34;13,47;100;31,85;2,44;0
2017;3;9;28,43;17,26;86,36;24,28;9,4;0
2017;3;10;36,79;19,09;49,2;8,71;2,91;0
2017;3;11;32,9;17,57;72,97;13,17;1,76;0
2017;3;12;25,89;15,8;80,3;42,24;6,63;0
2017;3;13;29,18;16,6;72,19;18,33;4,91;0
2017;3;14;30,06;15,14;90,94;28,04;1,54;8,13
2017;3;15;23,24;11,56;98,24;48,1;1,44;5,33
2017;3;16;26,99;9,71;96,87;32,69;0,63;0
2017;3;17;27,32;9,23;92,71;30,98;0,92;0,25
2017;3;18;25,33;14,56;96,32;29,2;4,06;0
2017;3;19;33,68;19,88;55,43;21,59;4,01;0
2017;3;20;39,39;19,82;64,2;14,77;1,15;0
2017;3;21;38,04;20,44;70,44;21,46;0,99;0
2017;3;22;34,09;15,67;96,99;32,22;0,79;0
2017;3;23;27,17;13,95;100;41,76;1,45;11,68
2017;3;24;20,58;13,21;78,01;42,21;4,88;0
2017;3;25;25,49;13,09;67,11;25,45;5,14;0
2017;3;26;28,46;9,67;93,59;20,68;1,03;0
2017;3;27;25,7;8,08;91,73;40,6;1,1;0
2017;3;28;24,57;10,91;93,7;33,78;3,05;0
2017;3;29;30,65;9,65;82,34;12,4;1,05;0
2017;3;30;32,76;12;72,48;11,25;1,36;0
2017;3;31;19,55;10,53;97,76;26,99;0,99;3,81
2017;4;1;25,64;9,88;96,41;43,48;0,9;0
2017;4;2;25,31;10,87;96,43;47,17;1,11;0
2017;4;3;28,31;13,5;97,51;47,52;0,53;0,25
2017;4;4;22,98;14,53;100;68,63;0,72;0,76
2017;4;5;23,06;12,18;96,59;48,85;1,61;9,4
2017;4;6;21,35;12,11;78,08;45,69;8,21;0
2017;4;7;22,28;15,11;83,89;47,55;8,81;0
2017;4;8;33,34;19,98;72,15;27,96;3,16;0
2017;4;9;25,89;12,71;95,17;34;1,58;0
2017;4;10;24,49;13,87;96,85;51,87;1,16;0
2017;4;11;28,62;12,3;94,91;35,67;1,08;0
2017;4;12;22,91;11,61;96,78;50,68;1,43;20,32
2017;4;13;14,98;9,7;96,85;54,92;1,46;2,54
2017;4;14;15,69;8,98;93,13;55,17;2,55;0
2017;4;15;20,97;11,62;65,15;36,43;5,64;0
2017;4;16;26,1;18;45,37;31,2;5,78;0
2017;4;17;29,08;20,84;54,65;26,21;3,84;0
2017;4;18;33,55;17,73;59,61;16,07;1,06;0
2017;4;19;33,51;17,95;61,03;18,2;0,95;0
2017;4;20;33,4;19,74;55,91;11,46;1,18;0
2017;4;21;32,86;16,53;66,93;12,91;1,08;0
2017;4;22;33,45;16,61;55,96;11,92;1,31;0
2017;4;23;26,65;19,04;51,23;24,09;4,74;0
2017;4;24;31,67;17,18;53,33;18,62;2,32;0
2017;4;25;33,56;17,02;60,36;11,5;1,09;1,78
2017;4;26;25,5;14,86;96,76;27,99;0,96;21,84
2017;4;27;25,86;12,96;96,4;30,5;0,84;0
2017;4;28;31,24;15,91;79,91;30,31;0,88;0
2017;4;29;33,93;19,23;61,95;19,21;0,92;0
2017;4;30;27,47;15,94;94,62;29,42;1,19;2,29
2017;4;31;--;--;--;--;--;--
2017;5;1;22,41;10,56;97,7;49,85;0,79;0
2017;5;2;27,58;9,44;97,87;41,36;1,1;0
2017;5;3;25,07;13,98;88,2;47,86;5,17;0
2017;5;4;30;14,85;84,38;27,87;1,77;0
2017;5;5;21,63;10,61;96,96;55,84;1,03;1,52
2017;5;6;18,97;9,19;96,47;50,83;1,29;0,51
2017;5;7;18,94;9,81;96,32;53,15;0,78;0
2017;5;8;22,76;7,92;94,78;30,25;0,97;0
2017;5;9;20,94;7,24;94,79;44,2;0,44;0
2017;5;10;23,2;6,19;93,78;32,56;0,83;11,43
2017;5;11;16,11;11,76;98,47;55,91;2,59;0
2017;5;12;18,69;11,78;69,69;34,93;7,36;0
2017;5;13;23,92;6,74;73,54;15,79;1,23;0
2017;5;14;27,03;9,88;56,63;14,83;0,8;0
2017;5;15;28,89;13,46;55,83;15,62;1,19;0
2017;5;16;27,23;10,02;96,2;21,71;0,95;0
2017;5;17;22,13;10,05;97,37;57,67;0,55;0
2017;5;18;25,16;7,44;96,24;31,69;0,66;0
2017;5;19;25,83;8,79;97,44;29,59;0,67;0
2017;5;20;24,06;7,42;98,99;46,56;0,57;0
2017;5;21;25,89;9,2;91,1;28,67;0,79;0
2017;5;22;24,29;7,01;94,53;32,56;0,58;0
2017;5;23;27,79;9,46;88,41;22,02;1,34;0
2017;5;24;18,15;13,67;97,32;47,37;0,35;1,27
2017;5;25;19,82;10,03;100;58,65;0,36;5,33
2017;5;26;18,71;9,66;97,68;64,45;0,72;1,02
2017;5;27;16,6;9,26;96,45;66,67;0,49;1,78
2017;5;28;20,54;7,86;98,44;56,48;0,47;0
2017;5;29;24,57;6,45;97,73;25,91;0,84;0
2017;5;30;27,24;13,04;59,29;18,37;1,1;0
2017;5;31;22,47;6,98;94,91;29,31;0,75;0
2017;6;1;22,86;5,39;93,84;37,78;0,57;0
2017;6;2;27,54;7,93;75,07;19,12;1,07;0
2017;6;3;23,62;12,9;97,85;29,34;2,3;7,11
2017;6;4;17,88;7,72;97,57;48,96;0,8;0
2017;6;5;23,66;7,7;77,52;29,69;0,92;0
2017;6;6;23,65;9,57;92,79;31;2,35;34,54
2017;6;7;13,74;6,47;99,4;67,62;4,49;29,46
2017;6;8;12,86;4,2;92,63;57,23;1,09;2,54
2017;6;9;17,54;4,07;85,88;27,95;0,66;0
2017;6;10;21,58;11,71;98,52;19,38;2,28;17,02
2017;6;11;14,33;9,81;95,06;66,7;1,94;7,87
2017;6;12;13,51;10,75;97,58;82,56;1,75;12,7
2017;6;13;15,78;11,92;99,06;85,9;1,03;8,38
2017;6;14;18,07;7,14;100;63,43;0,47;6,1
2017;6;15;16,45;5;97,34;52,89;0,98;0
2017;6;16;22,43;3,52;89,93;18,5;0,88;16,51
2017;6;17;16,6;6,47;97,72;50,62;0,97;0,25
2017;6;18;18,97;3,76;91,15;32,77;0,62;0
2017;6;19;12,85;4,95;97,4;61,67;1,96;13,72
2017;6;20;15,5;4,41;92,44;51,04;0,64;0
2017;6;21;15,27;3,73;93,78;52,59;1,59;34,04
2017;6;22;15,69;7,32;98,61;45,91;1,65;3,81
2017;6;23;14,65;5,08;92,66;48,05;0,78;0,25
2017;6;24;16,24;4;89,06;47,59;1,53;0
2017;6;25;17,59;4,11;92,29;36,54;0,89;0
2017;6;26;25,35;3,81;82,77;25,68;0,69;0
2017;6;27;16,71;5,76;96,44;56,67;1,46;11,18
2017;6;28;14,66;5,33;96,68;55,2;1,21;0,25
2017;6;29;18,36;4,41;95,62;49,12;1,25;0
2017;6;30;12,01;6,18;98,44;83,06;0,5;6,86
2017;6;31;--;--;--;--;--;--
2017;7;1;17,08;5,98;97,09;59,25;0,39;0
2017;7;2;15,01;6,72;96,54;62,83;0,7;0,25
2017;7;3;19,42;7,34;97,83;62,81;0,48;0
2017;7;4;21,17;8,05;88,59;38,1;0,91;0
2017;7;5;24,62;9,87;68,46;18,3;1,32;0
2017;7;6;23,72;11,56;74,75;21,3;1,89;0
2017;7;7;20,9;8,49;89,49;28,98;1,44;0
2017;7;8;15,94;8,72;94,59;57,89;1,94;16,51
2017;7;9;14,15;4,48;97,97;67,03;1,06;2,29
2017;7;10;14,01;3,69;95,57;47,07;1,67;0
2017;7;11;15,1;7,52;71,73;22,5;4,43;0
2017;7;12;16,99;9,26;68,61;21,67;3,27;0
2017;7;13;16,74;8,12;74,05;32,7;2,57;0
2017;7;14;18,67;1,87;92,57;25,83;0,67;0
2017;7;15;12,05;4;97,45;79,44;1,92;9,91
2017;7;16;11,98;3,21;90,79;47,68;0,93;0,51
2017;7;17;13,8;3,45;91,83;55,22;0,73;0
2017;7;18;16,05;2,61;93,44;60,41;0,7;0
2017;7;19;16,72;5,02;97,15;58,41;1,15;9,14
2017;7;20;16,61;7,89;99,99;68,99;0,42;2,79
2017;7;21;17,69;6,13;97,26;60,35;0,45;0
2017;7;22;19,07;5,72;98,83;48,68;1,06;0
2017;7;23;19,41;3,66;99,26;56;0,41;0
2017;7;24;21,58;5,46;93,79;26,04;1,06;0,25
2017;7;25;13,06;5,63;97,36;71,4;1,59;17,53
2017;7;26;14,58;4,39;94,78;51,01;0,72;0
2017;7;27;21;3,39;92,7;15,9;0,74;0
2017;7;28;25,9;7,24;85,58;16,5;1,5;0
2017;7;29;21,11;4,63;93,35;44,09;1,84;0
2017;7;30;22,35;12,15;66,96;37,03;2,84;0
2017;7;31;28,64;13,69;79,56;18,65;2,22;0
2017;8;1;15,27;11,95;98,09;73,56;2,94;6,6
2017;8;2;17,43;11,32;99,84;74,22;1,43;1,02
2017;8;3;19,04;9,14;100;48,2;1,65;0
2017;8;4;16,77;11,03;79,64;51,37;5,43;0
2017;8;5;19,92;7,67;95,07;42,16;2,63;0
2017;8;6;19,19;4,62;98,26;52,05;0,44;0
2017;8;7;20,95;7,95;98,15;44,21;1,26;0
2017;8;8;22,63;6,86;89,09;28,27;0,78;0
2017;8;9;20,85;8,7;89,78;39,26;1,71;0
2017;8;10;14,26;10,32;92,59;72,01;2,92;19,56
2017;8;11;13,87;8,35;98,52;67,48;1,7;8,89
2017;8;12;13,13;5,59;96,61;63,5;0,79;1,52
2017;8;13;15,44;5,54;79,7;44,24;3,19;0
2017;8;14;20,33;4,08;95,02;26,89;0,94;0
2017;8;15;13,65;4,33;98,84;71,46;0,47;0,25
2017;8;16;13,4;7,32;96,31;59,06;1,08;1,27
2017;8;17;15,36;7,74;80,84;52,57;4,11;0
2017;8;18;20,56;8,17;64,45;25,46;2,69;4,32
2017;8;19;25,31;9,77;63,67;17,82;1,01;0
2017;8;20;23,99;10,16;74,01;22,88;1,11;0
2017;8;21;13,13;5,86;96,32;70,61;1,56;27,69
2017;8;22;13,2;7,99;90,35;59,13;1,21;11,18
2017;8;23;12,04;8,12;98,01;73,62;1,05;19,3
2017;8;24;13,59;6,83;98,23;57,79;1,7;0
2017;8;25;16,16;7,78;84,6;47,73;1,89;0
2017;8;26;20,59;4,92;92,98;40,89;2,01;0
2017;8;27;21,61;12,15;65,3;30,66;5,72;0
2017;8;28;26,25;8,61;92,82;15,29;1,19;0
2017;8;29;13,03;8,66;97,5;76,15;1,43;14,48
2017;8;30;17,84;7,99;98,6;56,32;0,53;0
2017;8;31;17,28;6,98;97,71;56,52;0,86;0
2017;9;1;22,54;5,71;93,25;29,23;0,81;0
2017;9;2;24,54;7,55;90,69;26,75;0,97;0
2017;9;3;28,26;7,44;82,27;21,63;1,11;0
2017;9;4;32,06;12,44;89,09;13,27;2,03;1,52
2017;9;5;14,53;7,4;97,97;76,77;1,86;4,06
2017;9;6;16,75;7,05;98,03;52,72;2;0
2017;9;7;13,15;9,81;98,51;73,33;3,29;9,91
2017;9;8;19,01;7,97;100;48,53;1,85;0
2017;9;9;23,03;6,62;97,39;32,21;1,57;0
2017;9;10;26,09;9,33;94,39;30,59;1,24;0
2017;9;11;19,41;10,17;95,78;55,28;1,61;0
2017;9;12;21,22;9,42;96,24;48,45;0,54;0
2017;9;13;17,07;7,35;96,87;45,64;0,97;0
2017;9;14;19,03;6,63;83,59;40,42;3,39;0
2017;9;15;16,5;12,01;88,01;46,46;5,79;1,52
2017;9;16;16,19;11,12;87,97;64,08;5,41;0,76
2017;9;17;25,72;11,87;78,69;32,46;2,47;0
2017;9;18;25,81;9,64;96,85;28,02;1,06;0
2017;9;19;21,2;8,67;100;40,04;3,18;0
2017;9;20;25,89;14,53;73,15;37,01;3,2;0
2017;9;21;24,14;12,94;95,14;40,61;0,98;0
2017;9;22;17,07;8,74;96,31;50,07;2,03;8,89
2017;9;23;21,45;8,72;72,88;31,01;4,86;0
2017;9;24;21,24;8,8;96,16;25,34;0,91;6,35
2017;9;25;15,96;8,35;98,72;61,85;1,1;27,18
2017;9;26;14,01;6,47;94,44;46,86;0,73;0,51
2017;9;27;19,66;7,58;91,18;41,48;3,77;0
2017;9;28;27,31;7,95;92,3;14,47;1,16;0
2017;9;29;19,44;6,49;95,9;54,33;1,83;0
2017;9;30;23,83;11,47;78,19;20,94;4,05;0
2017;9;31;--;--;--;--;--;--
2017;10;1;27,32;15,66;59,89;21,91;4,03;0
2017;10;2;34,15;13,25;84,89;13,28;2,09;10,67
2017;10;3;16,56;11,07;95,48;62,96;3,9;18,54
2017;10;4;16,16;5,41;94,93;38,68;1,57;0,25
2017;10;5;18,32;4,58;92,02;41,89;0,93;0
2017;10;6;22,95;5,9;97,16;31,16;0,68;0
2017;10;7;18,39;7,58;99,14;60,05;1,29;0,25
2017;10;8;16,1;9,59;92,56;55,81;2,1;4,06
2017;10;9;17,87;9,66;78,51;45,74;5,04;0
2017;10;10;24,03;9,68;84,32;23,29;1,81;0
2017;10;11;22,46;8,95;88,58;35,24;1,48;1,27
2017;10;12;18,22;9,94;90,11;49,58;4,6;0
2017;10;13;29,04;12,71;63,79;23,79;3,12;0
2017;10;14;20,21;12,9;84,12;33,33;2,59;0
2017;10;15;16,46;8,54;98,38;54,51;2,23;13,46
2017;10;16;15,42;7,7;95,43;58,82;1,6;19,81
2017;10;17;13,33;6,5;96,2;66,84;0,53;3,3
2017;10;18;21,12;5,88;96,85;43,04;1,09;8,13
2017;10;19;17,94;5,7;96,98;56,52;1,29;1,78
2017;10;20;18,13;5,78;96,34;56,25;0,8;0
2017;10;21;23,35;7,52;97,87;38,79;0,74;0
2017;10;22;24,43;5,79;100;53,45;0,74;0
2017;10;23;23,43;7,49;95,14;48,57;1,03;0
2017;10;24;21,21;10,44;98,41;34,68;1,15;0
2017;10;25;14,28;10,56;98,36;64,53;1,34;14,99
2017;10;26;13,82;8,14;93,22;54,59;1,45;6,6
2017;10;27;19,54;8,9;71,17;35,13;4,98;0
2017;10;28;27,59;11,82;56,31;17,82;1,95;0
2017;10;29;31,33;14,22;56,05;10,79;2,28;0
2017;10;30;36,07;17,28;70,24;13,35;1,73;0
2017;10;31;32,94;15,1;88,15;27,66;0,84;0
2017;11;1;30,07;13,04;97,1;39,41;0,83;3,56
2017;11;2;27,13;15,75;94,8;51,67;1,47;12,45
2017;11;3;21,24;12,19;98,96;73,09;1,93;6,6
2017;11;4;22,45;9,99;97,25;50,52;0,72;0
